audio_path,label,frame_labels,start_sec,end_sec,transcript,chunk_language
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000238.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000238.npy,,,"यह दोगोंका रेप्रन्त दे रहे है, यह आलीगे संस हैं, उक्रिटिस्सिजम नहीं हैं, और लोक्तन्त्र की मजबूती के लिए क्रिटिस्सिजम चाये, आरोप से किसीका बहला नहीं होता है, तुतु मैं में चलता है, और इसलिये मैं क्रिटिस्सिजम के रहां, अर्मेशा वेल्क्म करता हूँ और जब आरोब जूते होते है तो में बुत स्वस्त्ता पुर्वक अपने देडिकेशन्स के साथ मेरे देश की सेवा में लगा रहता हूँ",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000239.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000239.npy,,,"It's very important to me because I admire great journalism and unfortunately in modern day a lot of journalists seek clickbait headlines, make accusations because they operate under incentive because they want the headline, the cheap shot. I think there is room and desire and hunger for great journalists and that requires deep understanding and it saddens me how often And one of the reasons, you know,",en
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000240.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000240.npy,,,"I don't think I'm very good at this, but one of the reasons I really wanted to talk to you is because I don't see enough high effort, deep dive research. I don't know how many books I've read a lot in preparing just to experience, just to try to understand. It requires a lot of preparation, a lot of work, and I would love to see great journalists do that more. And from that place, you can criticize. From that place, you can really...",en
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000241.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000241.npy,,,"Investigate the complexity of a situation of people in power, their strengths, their flaws, the mistakes they have made, but that requires great, great, great preparation. So, I wish there was more of that, of great journalism. Well directed and specific criticism helps in policy making. Clear cut policy vision comes from this.",en
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000242.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000242.npy,,,"इस रुब से असी चीजो पर दियान भी दिता हूँ, की आसे जो क्रिटिष्यम वोता है, उसको मैं स्वाँगत करता हूँ, लिक आपने जो कहाँ, जरनारिजम हेडलाईं, देकी अगर हेडलाईं का मो हो और शायत कोई सब्दों का खेल खेले, मैं उसको बहुत बुरा नहीं म बाहें",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000243.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000243.npy,,,"किसुको अच्छे शब्डों का मों हो जाए, कोई अपने रीटर्स हैं, या दर्सक हैं, उंको अच्छा लगे, चलिए तो उतना साम कुमप्रमाइज कर ले, लेकिन इरादा गलत हो, एजन्डा तैकर के चीजो को सैट करना हो, तो वो चिंता कविषे होता है. मुजी आद है, मेरा एक बार लन्दन में बेरा आँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँ",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000244.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000244.npy,,,"वहा का एक अखवार है, लेंनेन में गुजराती अखवार है तो उनका एक कार कम था उस में जे तु मैं आइसे इपने बहाशन में का हमाने का देक्के है तो एक वो पत्रकार थे, पत्रकार का कार कम था तो मैंना का देखे बे पत्रकारी ता कैसी होनी चाये मकھی जैसी होनी चाही है कि मदु मक्ही हो जैसी होनी चाही है मैंने तहां कि मक्ही जो होती है",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000245.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000245.npy,,,"वो गन्द पर बैटती हैं, और गन्द ही उठागर के फलाती हैं. मदू मक्फी हैं, जो फूल पर बैटती हैं, और मदू लेकर के, मदू पर सालिट करती हैं. लेकिन, कोई गलत करे, तो मदू मुख्खि असा दंग देती हैं, के तीन दीन तक आपना चहरा किसोगे दिखानी सकते हो। तु मैंने कहां, मेरे इस्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000246.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000246.npy,,,"आदी चीज को उठालिया किसे ने, और उसका इत्रा विवात खड़ा कर दिया. तो मैं बहुत इमान्दारी से किसे किसे प्रती नकारत बक्ता कि भीजाँ मैं केरता है, उपर से मैं तो ताकत बता रहाता, कि मदु मक्कि कि ताकत यहे है, तो आप तीन दिन तक मुने कि दिखा सकतो, चुपा मुँ चुपा कर के लेना पड़ेगा, ये ताकत होनी चाही पतर कादिता, लेकिन कुछ लोगो को मक्खिए पूँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँ",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000247.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000247.npy,,,"I now have a new life goal of becoming the bee. You mentioned democracy, and not knowing much about government until 2002. But from 2002 to today, you won eight elections that I could count. So many of the elections, over 800 million people vote in India. What does it take to",en
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000248.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000248.npy,,,तु विन लेक्ष्छन लेक्ष्छन तु विन लेक्ष्छन तु विन लेक्ष्छन तु विन तु विन तु विन तु विन तु विन तु विन तु विन तु विन तु विन तु विन तु विन तु विन तु विन तु विन तु विन तु विन तु विन तु विन तु विन त�,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000249.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000249.npy,,,तो दीलेक्स अं मनिज्मेंट का पी काम रहता था तो मेरा समय उसमें जाता था और मैं पिछले चवविष साल से हेड अप दे गोर्मेंट के रूप मैं देश वाष्टियों ने और गुज्रात के लोगों ने मुझे काम करने का उसर दिया तो एक समर पिद भाँ से जन्ता जनार्दन को में इश्वर मानता हूँ,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000250.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000250.npy,,,"उसे मुझे जो दाएक पू दिया है, इसको पूरा करने का मैं प्रैयास कर रहूं, मैं कभी भी उनके बिस्वास को तुटने नहीं देता हूँ। और वो बी मैं जैसा हूँ देकते हैं, मेरी सरकार की नीत्या रहती हैं बो जैसे मैं अभी कहरा होग, सेचुरिशन की नीति, जो भी योजना होगी शत प्रतीषत लागु करना चाही हैं",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000251.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000251.npy,,,"उसके जो लावारती है, उसके भेजबाम नहीं हूँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँ�",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000252.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000252.npy,,,"बिस्वाँस बहुत बडी ताकत है, तुस्रा मैं चुनाउ सेंट्रिक गमनत नहीं चलाता हूँ, मैं पीपल सेंट्रिक गमनत चलाता हूँ, मेरे देश के लोकों का बहला कैसे हो, मेरे देश के लिए अच्छा क्या हो, अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने �",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000253.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000253.npy,,,"और मैं देश को ही देव मान लिया है, और मैंने जन्टा जनारदन को ही इस्वर का रूप मान लिया है, तो एक पुजारी की तरा मैं जन्टा जनारदन की सेवा करता रहूं, यही मेरा बाव रहा है, तो दुस्रा मैं जन्ता से कटता नहीं हूँ, उनके भीश्वर हैता हूँ, उनके जैसर हैता हूँ और मैं पबलिकली कहतो वेगा आप वेरा गंटे काम",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000254.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000254.npy,,,करोगा जबा बारा गंता काम परूँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँ अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने �,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000255.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000255.npy,,,"देश्वाज्चों का बलाओ वो इसके लिजीने वादे, जिनोंगे राजनिते में कुछ नहीं पाया है, नकुज बने है, नक भी सथ्ता के गलियारो में कभी आए है, एसे लाखो कारे करता है, जो दिन राद काम करते है, दूनिया की सब से बड़ी पुल्टकल पार्टी है वेजी उस पार्टी का मैं में मेंवर हूँ मुझे गर्वा है और आयु भी मेरी पार्टी के मुझे चोटी है, फिर भी तो लाको कारेकरतांव का परिषम है उनकारे करता को लोग देकते कि में बिदा स्वार",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000256.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000256.npy,,,I was wondering if you could speak to the incredible logistics that blew my mind of running the elections in India. So there's a lot of interesting anecdotes that arise.,en
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000257.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000257.npy,,,"For example, that no voter should be more than two kilometers away from a polling station. The result of that is you have these stories of voting machines having to be carried to remote regions of India is really incredible. Just every single voter counts and the machinery of having 600 plus million people vote. So, is there some anecdote that you could...",en
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000258.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000258.npy,,,आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आ�,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000259.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000259.npy,,,"अप देखे जेसे दोहजार चोबिस्का चुनाँ अभी जो लोग सबागोवा 980,000,000 रजिस्टर वोटर्स और हरे का फोटू है, हरे का पुरा भायोडेटा है, इतना बड़ा डेटा अगा और ये संक्या उत्कर अमरिका के अबादी से दो गुने से भी अदीक है, अग़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़�",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000260.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000260.npy,,,"ये पूरे यूरुप्य एक संकी कुल अबादी से जादा है, 980 मिल्यन रजिस्टर वोटर में से है, 646 मिल्यन लोग अपने गर से बहार निकल करके, और मैं महने में में देश में बहेंकर गर्मी होती है, कुई जगाबे 40 दिगरी तेमप्रेट्र होता है, उनाने बोड डाला और ये बोड डाला",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000261.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000261.npy,,,"आपने वालो की संक्या, आमेरिका की कूल आबाजी से दबल है, एक मिल्यन से अतिक पूलिंग बूत, जहापर वोटिंग होग, बन मिल्यन से जादा पूलिंग बूत, इस में कितने लोग लगते है, मेरे देश में, 2,500 से जादा पुल्टकल पार्टीज है, यह आख्डा सुन्दुन्या के देस के लोकोग लिया आच्चर कर तक एसा देज ज्यहां 2500 पुल्टकाल रजिस्टर पुल्टकाल पाटिया है मेरे दिस में दिस्में दिस्में दिस्में दिस्में दिस्में दिस्में दिस्में दिस्में दिस्में दिस्में दिस्में दिस्में दिस्में दिस्में दिस्में दिस्में दिस्में दिस्में दिस्में दिस्में दिस्में दिस्में दिस्में दिस्में दिस्में दिस्में दिस",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000262.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000262.npy,,,"900 से जादा 24 by 7 TV चानल से हैं 5 अजार से जादा देली अखबार निकलते हैं ये जो देमक्रेसी को साज जुडे हूँए कुजने कुई रोग और हमारे हाँ, कोई भी गरिब से गरिव होगा, गाँका बक्ति, वो तेक्लोरजी को बहुत देजे से अड़ब करता है, एभीम मशिन से बोड देता है, दूनिया के कई देश मैं चुनाव के रिजल मैंने-मैंने तक आते,",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000263.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000263.npy,,,"मेरे हाई एक दिन में रिजल्ड आजाता है, इतने लोकोग का खांटिन हो जाता है। और आपने सही खाहा, कि कु दूर दराज ख्षेत्रो मैं, पूलिक स्टेशन होते है। हलिकोप्र से हमें भेहना परता है। आरुना चल पदेश में एक पूलिंबूथ, वो शायद दूनिया का सबसे तोप पूलिंबूथ होगा. मेरे हां गुजराद में गिर फूरेश में पूलिंबूथ था जै एक वोटर था. उचके लिए एक पूलिंबूथ था.",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000264.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000264.npy,,,गिर प्रुमेजा गिर लाईंच यह तो हमारे हां कई प्रकार के देने पुकोषिस हैती हैं कि लोक तन्तर के काम के लिए दिमोख अस्ट्रेंदन करने के लिए कितनी प्रकार से प्रष्कोषिस की जाए किया जाए और हम मद्दान के लिए पुरी वेवस्था मरी है. और इसली मैं तो कहता हूँ कि दुनिया में भारत के एक प्रच्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000265.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000265.npy,,,"निस्पक्ष स्वतन्त्र इलेक्षन कमिशन इचुनाव करवाता है, सारे निनने वो करता है, ये अपने अपने कितने बडी ब्राईट स्थोरी है, कि दुन्या की बडी बडी उन्विर्सिटी ने उसका के स्थटी करना चाहिये, इसके मेनिज्मन का का लिए स्थडी करना चाही है ये मुटिविशन का इतने लोग वोड करते हैं आज कित्रा बड़ा पुल्टिके लिए एलर्टनेस होगा इंसच्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000266.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000266.npy,,,"तारी बातो का एक बहुत बाग के श्टरी करके, दून्या के नहीं पीडी के सवने रखना चाही है।",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000267.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000267.npy,,,"that many people come together willingly, passionately casting a vote for some person to represent them. Like they're putting their heart in that. It's really important for a person to feel like their voice is going to be heard. It's beautiful. Speaking of which, you are loved by a lot of people. You are one of the most powerful humans in the world. Do you sometimes think about whether this much power has a corrupting effect on your mind? especially across the many years.",en
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000268.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000268.npy,,,अगर सेवा के मनत्र को लेकर के मैं निकला हूँ ज़ाए तक ज़ाए तक लगा प्रदान सेवक के रुब में करता हूँ और सेवा के मनत्र को लेकर के मैं निकला हूँ ज़ाह तक ज़ाह तक ज़ाह तक ज़ाह तक ज़ाह तक ज़ाह तक ज़ाह तक ज़ाह तक ज़ाह तक ज़ाह तक ज़ाह तक ज़ाह तक ज़ाह तक ज़ाह तक ज़ाह तक ज़ाह तक ज़ाह तक ज़ाह तक ज़ाह तक ज़ाह तक ज़ाह तक ज़ाह तक ज़ाह तक ज़ाह तक ज़ाह �,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000269.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000269.npy,,,"पावर की आपने बात की आप नेवर बादर बोड़ पावर, अई नेवर केम तु पर्शु पावर गेम्स, और मैं तो पावर्फुल के बजाए, कहुँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँ अब मेरा परपज हमें साज एक लोगों के सेबार करने करहा है, उनके जीवन में कुई।",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000270.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000270.npy,,,भी पुजिटिए योग्दान कर सक्ता हूँ तो करने का रहा है मरा देके मैं अकला पन कभी मैं सुझत ही करता हूँ इस्ट्डिये कि मैं हमेशा मानता हूँ बन्त्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्�,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000271.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000271.npy,,,"अर जब बन प्लस वन की थीरी को, और जब बन प्लस वन की मेरी थीरी है, वो मेरा सात्विक समर्सन करती है। और ये बन प्लस वन को इस पिछेगा बन प्लस वन कुन है। तो मैं कहता हूँ पहला वन जो है, वो मोदी है। अर प्लुस वन है, बविश्वर है मैं अकेला कभी नहीं होता हूँ वह हमेंशा मेरे साथ।",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000272.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000272.npy,,,"तु मैं हमेशा उस भाव से और मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, म",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000273.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000273.npy,,,"जला हु, और इसलिये मुजे, उस प्रकार से अक्यला पुन वागरे मेंरेज कने कर प्रसंग आया नहीं अप ज़े से कोविड के समये. सारे बन्दन बन्दन लगे हुए ते प्राभिलिंग बन था, तो समय का कै सो प्यो करना? लोग्डाउन ता",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000274.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000274.npy,,,"तो मैंने क्या किया? गवरनन्स को बीडियो कन्फन्स के दबारा मोडिल देखलोग कर दिया। और बरक फाम, होम, मिटिंग वरच्छेली करना शुलो कर दिया। मैं अपने आपको भीजी रखताता। तुस्रा, मैंने ताई की आगे जिन लोगो के साथ मैंने जीवन भर काम करता रहा है। पूरे देश में में रे कार करता है। उस में जो सेमंटी प्लस के लोग है। अंगु याँँँँँँ",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000275.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000275.npy,,,"कोबीट के समये, चोटे सी चोटे कार करता हो को भी, आई पहमिली बेगरोंग, बहुत सामान लिए होगा यह से भी, 70 plus है, उन सब को में फोन करता था. अर उनको मैं कोविड के समहें मैं वंके तबे ठीक है क्या, वंके परीवार के तबे ठीक है क्या, उनके आश्पास के इल्या कै में वोस्ता कैसी चल देए, ये सारी बाते मैं उनके साथ कर लिता था, तु मैं भी एक प्रखार से जुड जाता था पुरानी यादा ताज़ा",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000276.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000276.npy,,,"उनको भी लक्ता था रही ये पहाप पूँचके ये परते भडी जीमेवारी है लिकनाद भीमारी के समझे मेरे गर्फे पूँन करते हैं और में देली हैबरेज तीस चालिस पूँन करता था देली और पूरे कोविड कारकल के दर्में करता रहा तु मुझे खुतको भी पुराने पुराने लोको से बाते कने का अनध मिलता ता तु यह अकला पन नहीं ता, मेरी विस्तता के तरीके में डूंता रहता और मैं खुत से बाचित कने के लिए बहुत ब्यासू हूं",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000277.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000277.npy,,,"बरा हिमालें लाई मुझे बड़ी मड़त कर रहा है। दिके एक तो मैं, मैं नी मनताउ मैं ही काम करता। बवड़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़� बड़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़� बज़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़� अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अब अ�",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000278.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000278.npy,,,"मेरे आस्पार लोकों को जेक्ता हूँ, और में हमें सुज होता, यों मेरे से जाडा काम करते हैं। मैं जब किसान का अस्मान कर तो में लिकता है, किसान के ती महनत करता हैं। खॉले आस्मान के निचे किता पस्टिना बहाता है। मैं मेरे देशके जवान को देखता हूँ, मैं में भी चार आपा है, कितने गड़न्ते तक कुई बर्फ मैं, कुई लेगिस्टान मैं, कुई पानी मैं, दिन्डाद काम कर रहा है। मैं कितने मज्दूर को देखता हूँ, मैं देखता है, कितने महनत कर रहा है। याने मैं",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000279.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000279.npy,,,"मैंशा सुबता हूँ के, हर परिवार में में माताई बहने, कितिरी महनत करती हैं, परिवार के सुख के लिए, सुबे सब से पहले वुड़ जाएं, राद को सब से बाद में सोजाएं, और परिवार के हर वेक्ती की कैर करें, समाजिक रिष्टे नातोगे भी समहल लें,",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000280.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000280.npy,,,برطمان کو بھتکال بنا دوگے تو تمہارا وہ گھٹے میں جائے گا مابلا اور جادہ تر لوگ آسے ہوتے ہیں کہ جو بھویش کے دماغ کھپانے میں اتنا خراب کرتے ہیں ان کا برطمان ایسے ہی چلا جاتا ہے اور برطمان چلا جانے کے قارن وہ بھتکال میں گزر جاتا ہے اگر آپ کو مجھے مجھے لوگوں کو مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مجھے مج,ur
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000281.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000281.npy,,,"beings just like this and just focused on the moment and the interaction, that's a really beautiful thing. And today really is a gift that you will give that focus to me, so thank you. Let me ask maybe a difficult, maybe a human question. Do you contemplate your mortality? Are you afraid of death? I am going to ask you a question. Sure. After birth...",en
